backbone,benchmark,target_id,seed,permutation,condition,p_at_l5
ESM2-35M,casp15,T1137s4-D3,1,perm3,pert35m_p3,0.1429
ESM2-35M,casp15,T1137s5-D1,1,perm3,pert35m_p3,0.6296
ESM2-35M,casp15,T1137s5-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s6-D1,1,perm3,pert35m_p3,0.5667
ESM2-35M,casp15,T1137s6-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s7-D1,1,perm3,pert35m_p3,0.7000
ESM2-35M,casp15,T1137s8-D1,1,perm3,pert35m_p3,0.1200
ESM2-35M,casp15,T1137s9-D1,1,perm3,pert35m_p3,0.1132
ESM2-35M,casp15,T1139-D1,1,perm3,pert35m_p3,0.9322
ESM2-35M,casp15,T1145-D1,1,perm3,pert35m_p3,0.4737
ESM2-35M,casp15,T1150-D1,1,perm3,pert35m_p3,0.2029
ESM2-35M,casp15,T1157s1-D2,1,perm3,pert35m_p3,0.2273
ESM2-35M,casp15,T1157s1-D3,1,perm3,pert35m_p3,0.4130
ESM2-35M,casp15,T1157s2-D1,1,perm3,pert35m_p3,0.8571
ESM2-35M,casp15,T1157s2-D2,1,perm3,pert35m_p3,0.8837
ESM2-35M,casp15,T1157s2-D3,1,perm3,pert35m_p3,0.8571
ESM2-35M,casp15,T1170-D1,1,perm3,pert35m_p3,0.6042
ESM2-35M,casp15,T1170-D2,1,perm3,pert35m_p3,0.5714
ESM2-35M,casp15,T1180-D1,1,perm3,pert35m_p3,0.7763
ESM2-35M,casp15,T1187-D1,1,perm3,pert35m_p3,0.6250
ESM2-35M,casp15,T1194-D1,1,perm3,pert35m_p3,0.1562
ESM2-35M,casp15,T1104-D1,2,perm3,pert35m_p3,0.3043
ESM2-35M,casp15,T1106s1-D1,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1106s2-D1,2,perm3,pert35m_p3,0.8636
ESM2-35M,casp15,T1109-D1,2,perm3,pert35m_p3,0.7857
ESM2-35M,casp15,T1119-D1,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1120-D1,2,perm3,pert35m_p3,0.2174
ESM2-35M,casp15,T1120-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1121-D1,2,perm3,pert35m_p3,0.0769
ESM2-35M,casp15,T1121-D2,2,perm3,pert35m_p3,0.6970
ESM2-35M,casp15,T1123-D1,2,perm3,pert35m_p3,0.1190
ESM2-35M,casp15,T1124-D1,2,perm3,pert35m_p3,0.8933
ESM2-35M,casp15,T1133-D1,2,perm3,pert35m_p3,0.8272
ESM2-35M,casp15,T1137s1-D1,2,perm3,pert35m_p3,0.7667
ESM2-35M,casp15,T1137s1-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s2-D1,2,perm3,pert35m_p3,0.4828
ESM2-35M,casp15,T1137s2-D2,2,perm3,pert35m_p3,0.1842
ESM2-35M,casp15,T1137s3-D1,2,perm3,pert35m_p3,0.2414
ESM2-35M,casp15,T1137s3-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s4-D1,2,perm3,pert35m_p3,0.5217
ESM2-35M,casp15,T1137s4-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s4-D3,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s5-D1,2,perm3,pert35m_p3,0.5185
ESM2-35M,casp15,T1137s5-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s6-D1,2,perm3,pert35m_p3,0.4667
ESM2-35M,casp15,T1137s6-D2,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s7-D1,2,perm3,pert35m_p3,0.7500
ESM2-35M,casp15,T1137s8-D1,2,perm3,pert35m_p3,0.0800
ESM2-35M,casp15,T1137s9-D1,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1139-D1,2,perm3,pert35m_p3,0.9661
ESM2-35M,casp15,T1145-D1,2,perm3,pert35m_p3,0.3158
ESM2-35M,casp15,T1150-D1,2,perm3,pert35m_p3,0.3043
ESM2-35M,casp15,T1157s1-D2,2,perm3,pert35m_p3,0.3182
ESM2-35M,casp15,T1157s1-D3,2,perm3,pert35m_p3,0.3696
ESM2-35M,casp15,T1157s2-D1,2,perm3,pert35m_p3,0.3810
ESM2-35M,casp15,T1157s2-D2,2,perm3,pert35m_p3,0.8140
ESM2-35M,casp15,T1157s2-D3,2,perm3,pert35m_p3,0.7500
ESM2-35M,casp15,T1170-D1,2,perm3,pert35m_p3,0.5000
ESM2-35M,casp15,T1170-D2,2,perm3,pert35m_p3,0.1429
ESM2-35M,casp15,T1180-D1,2,perm3,pert35m_p3,0.8289
ESM2-35M,casp15,T1187-D1,2,perm3,pert35m_p3,0.6250
ESM2-35M,casp15,T1194-D1,2,perm3,pert35m_p3,0.1875
ESM2-35M,casp15,T1104-D1,0,perm4,pert35m_p4,0.3913
ESM2-35M,casp15,T1106s1-D1,0,perm4,pert35m_p4,0.0714
ESM2-35M,casp15,T1106s2-D1,0,perm4,pert35m_p4,0.9091
ESM2-35M,casp15,T1109-D1,0,perm4,pert35m_p4,0.8095
ESM2-35M,casp15,T1119-D1,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1120-D1,0,perm4,pert35m_p4,0.1739
ESM2-35M,casp15,T1120-D2,0,perm4,pert35m_p4,0.0909
ESM2-35M,casp15,T1121-D1,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1121-D2,0,perm4,pert35m_p4,0.7879
ESM2-35M,casp15,T1123-D1,0,perm4,pert35m_p4,0.2381
ESM2-35M,casp15,T1124-D1,0,perm4,pert35m_p4,0.8133
ESM2-35M,casp15,T1133-D1,0,perm4,pert35m_p4,0.8272
ESM2-35M,casp15,T1137s1-D1,0,perm4,pert35m_p4,0.2667
ESM2-35M,casp15,T1137s1-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s2-D1,0,perm4,pert35m_p4,0.3793
ESM2-35M,casp15,T1137s2-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s3-D1,0,perm4,pert35m_p4,0.4828
ESM2-35M,casp15,T1137s3-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s4-D1,0,perm4,pert35m_p4,0.5652
ESM2-35M,casp15,T1137s4-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s4-D3,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s5-D1,0,perm4,pert35m_p4,0.5926
ESM2-35M,casp15,T1137s5-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s6-D1,0,perm4,pert35m_p4,0.4000
ESM2-35M,casp15,T1137s6-D2,0,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s7-D1,0,perm4,pert35m_p4,0.6667
ESM2-35M,casp15,T1137s8-D1,0,perm4,pert35m_p4,0.0600
ESM2-35M,casp15,T1137s9-D1,0,perm4,pert35m_p4,0.0377
ESM2-35M,casp15,T1139-D1,0,perm4,pert35m_p4,0.8644
ESM2-35M,casp15,T1145-D1,0,perm4,pert35m_p4,0.1579
ESM2-35M,casp15,T1150-D1,0,perm4,pert35m_p4,0.3043
ESM2-35M,casp15,T1157s1-D2,0,perm4,pert35m_p4,0.0909
ESM2-35M,casp15,T1157s1-D3,0,perm4,pert35m_p4,0.4348
ESM2-35M,casp15,T1157s2-D1,0,perm4,pert35m_p4,0.6667
ESM2-35M,casp15,T1157s2-D2,0,perm4,pert35m_p4,0.8140
ESM2-35M,casp15,T1157s2-D3,0,perm4,pert35m_p4,0.5714
ESM2-35M,casp15,T1170-D1,0,perm4,pert35m_p4,0.5833
ESM2-35M,casp15,T1170-D2,0,perm4,pert35m_p4,0.4286
ESM2-35M,casp15,T1180-D1,0,perm4,pert35m_p4,0.8026
ESM2-35M,casp15,T1187-D1,0,perm4,pert35m_p4,0.8750
ESM2-35M,casp15,T1194-D1,0,perm4,pert35m_p4,0.2812
ESM2-35M,casp15,T1104-D1,1,perm4,pert35m_p4,0.4348
ESM2-35M,casp15,T1106s1-D1,1,perm4,pert35m_p4,0.1429
ESM2-35M,casp15,T1106s2-D1,1,perm4,pert35m_p4,0.9091
ESM2-35M,casp15,T1109-D1,1,perm4,pert35m_p4,0.7143
ESM2-35M,casp15,T1119-D1,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1120-D1,1,perm4,pert35m_p4,0.4348
ESM2-35M,casp15,T1120-D2,1,perm4,pert35m_p4,0.0455
ESM2-35M,casp15,T1121-D1,1,perm4,pert35m_p4,0.0256
ESM2-35M,casp15,T1121-D2,1,perm4,pert35m_p4,0.7576
ESM2-35M,casp15,T1123-D1,1,perm4,pert35m_p4,0.3571
ESM2-35M,casp15,T1124-D1,1,perm4,pert35m_p4,0.8533
ESM2-35M,casp15,T1133-D1,1,perm4,pert35m_p4,0.9136
ESM2-35M,casp15,T1137s1-D1,1,perm4,pert35m_p4,0.4667
ESM2-35M,casp15,T1137s1-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s2-D1,1,perm4,pert35m_p4,0.6552
ESM2-35M,casp15,T1137s2-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s3-D1,1,perm4,pert35m_p4,0.5172
ESM2-35M,casp15,T1137s3-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s4-D1,1,perm4,pert35m_p4,0.6522
ESM2-35M,casp15,T1137s4-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s4-D3,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s5-D1,1,perm4,pert35m_p4,0.8889
ESM2-35M,casp15,T1137s5-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s6-D1,1,perm4,pert35m_p4,0.7333
ESM2-35M,casp15,T1137s6-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s7-D1,1,perm4,pert35m_p4,0.6333
ESM2-35M,casp15,T1137s8-D1,1,perm4,pert35m_p4,0.1600
ESM2-35M,casp15,T1137s9-D1,1,perm4,pert35m_p4,0.1132
ESM2-35M,casp15,T1139-D1,1,perm4,pert35m_p4,0.9322
ESM2-35M,casp15,T1145-D1,1,perm4,pert35m_p4,0.3684
ESM2-35M,casp15,T1150-D1,1,perm4,pert35m_p4,0.3333
ESM2-35M,casp15,T1157s1-D2,1,perm4,pert35m_p4,0.3182
ESM2-35M,casp15,T1157s1-D3,1,perm4,pert35m_p4,0.4565
ESM2-35M,casp15,T1157s2-D1,1,perm4,pert35m_p4,0.9048
ESM2-35M,casp15,T1157s2-D2,1,perm4,pert35m_p4,0.8605
ESM2-35M,casp15,T1157s2-D3,1,perm4,pert35m_p4,0.9286
ESM2-35M,casp15,T1170-D1,1,perm4,pert35m_p4,0.6667
ESM2-35M,casp15,T1170-D2,1,perm4,pert35m_p4,0.6429
ESM2-35M,casp15,T1180-D1,1,perm4,pert35m_p4,0.8158
ESM2-35M,casp15,T1187-D1,1,perm4,pert35m_p4,0.6875
ESM2-35M,casp15,T1194-D1,1,perm4,pert35m_p4,0.1562
ESM2-35M,casp15,T1104-D1,2,perm4,pert35m_p4,0.1304
ESM2-35M,casp15,T1106s1-D1,2,perm4,pert35m_p4,0.0714
ESM2-35M,casp15,T1106s2-D1,2,perm4,pert35m_p4,1.0000
ESM2-35M,casp15,T1109-D1,2,perm4,pert35m_p4,0.8810
ESM2-35M,casp15,T1119-D1,2,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1120-D1,2,perm4,pert35m_p4,0.0435
ESM2-35M,casp15,T1120-D2,2,perm4,pert35m_p4,0.0909
ESM2-35M,casp15,T1121-D1,2,perm4,pert35m_p4,0.0769
ESM2-35M,casp15,T1121-D2,2,perm4,pert35m_p4,0.7576
ESM2-35M,casp15,T1123-D1,2,perm4,pert35m_p4,0.2143
ESM2-35M,casp15,T1124-D1,2,perm4,pert35m_p4,0.8933
ESM2-35M,casp15,T1133-D1,2,perm4,pert35m_p4,0.9012
ESM2-35M,casp15,T1137s1-D1,2,perm4,pert35m_p4,0.6667
ESM2-35M,casp15,T1137s1-D2,2,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s2-D1,2,perm4,pert35m_p4,0.4828
ESM2-35M,casp15,T1137s2-D2,2,perm4,pert35m_p4,0.0789
ESM2-35M,casp15,T1137s3-D1,2,perm4,pert35m_p4,0.3448
ESM2-35M,casp15,T1137s3-D2,2,perm4,pert35m_p4,0.0000
ESM2-35M,casp15,T1137s4-D1,2,perm4,pert35m_p4,0.6957
ESM2-35M,casp15,T1137s4-D2,2,perm4,pert35m_p4,0.0426
ESM2-35M,casp15,T1137s4-D3,2,perm4,pert35m_p4,0.2143
ESM2-35M,casp15,T1137s5-D1,2,perm4,pert35m_p4,0.7778
ESM2-35M,casp15,T1137s5-D2,2,perm4,pert35m_p4,0.0227
ESM2-35M,casp15,T1137s6-D1,2,perm4,pert35m_p4,0.7000
ESM2-35M,casp15,T1137s6-D2,2,perm4,pert35m_p4,0.0408
ESM2-35M,casp15,T1137s7-D1,2,perm4,pert35m_p4,0.7167
ESM2-35M,casp15,T1137s8-D1,2,perm4,pert35m_p4,0.1400
ESM2-35M,casp15,T1137s9-D1,2,perm4,pert35m_p4,0.0566
ESM2-35M,casp15,T1139-D1,2,perm4,pert35m_p4,0.9322
ESM2-35M,casp15,T1145-D1,2,perm4,pert35m_p4,0.3158
ESM2-35M,casp15,T1150-D1,2,perm4,pert35m_p4,0.3623
ESM2-35M,casp15,T1157s1-D2,2,perm4,pert35m_p4,0.4091
ESM2-35M,casp15,T1157s1-D3,2,perm4,pert35m_p4,0.3913
ESM2-35M,casp15,T1157s2-D1,2,perm4,pert35m_p4,0.6190
ESM2-35M,casp15,T1157s2-D2,2,perm4,pert35m_p4,0.8140
ESM2-35M,casp15,T1157s2-D3,2,perm4,pert35m_p4,0.6786
ESM2-35M,casp15,T1170-D1,2,perm4,pert35m_p4,0.6250
ESM2-35M,casp15,T1170-D2,2,perm4,pert35m_p4,0.2857
ESM2-35M,casp15,T1180-D1,2,perm4,pert35m_p4,0.8421
ESM2-35M,casp15,T1187-D1,2,perm4,pert35m_p4,0.4062
ESM2-35M,casp15,T1194-D1,2,perm4,pert35m_p4,0.0938
ESM2-35M,cameo,5OD1_A,0,real,phys35m,0.6111
ESM2-35M,cameo,5OD9_B,0,real,phys35m,0.7647
ESM2-35M,cameo,5OQK_A,0,real,phys35m,0.1724
ESM2-35M,cameo,5OVM_A,0,real,phys35m,0.0625
ESM2-35M,cameo,5WB4_H,0,real,phys35m,0.8421
ESM2-35M,cameo,5XJO_E,0,real,phys35m,0.0000
ESM2-35M,cameo,5XKJ_F,0,real,phys35m,0.3333
ESM2-35M,cameo,5XKN_F,0,real,phys35m,0.0000
ESM2-35M,cameo,5Y08_A,0,real,phys35m,0.6098
ESM2-35M,cameo,5YA6_B,0,real,phys35m,0.2424
ESM2-35M,cameo,5YRQ_E,0,real,phys35m,0.4583
ESM2-35M,cameo,5YVQ_A,0,real,phys35m,0.4225
ESM2-35M,cameo,5YVQ_B,0,real,phys35m,0.3000
ESM2-35M,cameo,5Z2H_B,0,real,phys35m,0.3333
ESM2-35M,cameo,5Z2I_D,0,real,phys35m,0.3333
ESM2-35M,cameo,5Z34_A,0,real,phys35m,0.6250
ESM2-35M,cameo,5Z36_A,0,real,phys35m,0.8333
ESM2-35M,cameo,5Z3F_A,0,real,phys35m,0.7297
ESM2-35M,cameo,5Z3K_B,0,real,phys35m,0.7708
ESM2-35M,cameo,5Z6D_B,0,real,phys35m,0.3750
ESM2-35M,cameo,5Z7C_A,0,real,phys35m,0.3415
ESM2-35M,cameo,5Z8B_B,0,real,phys35m,0.6000
ESM2-35M,cameo,5Z9T_B,0,real,phys35m,0.8283
ESM2-35M,cameo,5ZB2_A,0,real,phys35m,0.9500
ESM2-35M,cameo,5ZER_B,0,real,phys35m,0.7681
ESM2-35M,cameo,5ZKE_A,0,real,phys35m,0.1176
ESM2-35M,cameo,5ZKH_B,0,real,phys35m,0.0000
ESM2-35M,cameo,5ZKT_B,0,real,phys35m,0.3636
ESM2-35M,cameo,5ZNS_A,0,real,phys35m,0.6711
ESM2-35M,cameo,5ZOR_A,0,real,phys35m,0.2069
ESM2-35M,cameo,5ZT7_B,0,real,phys35m,0.8800
ESM2-35M,cameo,5ZX9_A,0,real,phys35m,0.7273
ESM2-35M,cameo,5ZYO_D,0,real,phys35m,0.0000
ESM2-35M,cameo,6A2W_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6A5F_B,0,real,phys35m,0.8667
ESM2-35M,cameo,6A5G_B,0,real,phys35m,0.8065
ESM2-35M,cameo,6A68_A,0,real,phys35m,0.0938
ESM2-35M,cameo,6A83_A,0,real,phys35m,0.6338
ESM2-35M,cameo,6A9J_B,0,real,phys35m,0.1791
ESM2-35M,cameo,6A9W_A,0,real,phys35m,0.3929
ESM2-35M,cameo,6AE1_B,0,real,phys35m,0.1364
ESM2-35M,cameo,6AE9_B,0,real,phys35m,0.7400
ESM2-35M,cameo,6AEF_A,0,real,phys35m,0.5165
ESM2-35M,cameo,6AGH_B,0,real,phys35m,0.0926
ESM2-35M,cameo,6AGJ_B,0,real,phys35m,0.3016
ESM2-35M,cameo,6AHQ_T,0,real,phys35m,0.4762
ESM2-35M,cameo,6AIT_F,0,real,phys35m,0.7407
ESM2-35M,cameo,6AKJ_B,0,real,phys35m,0.0000
ESM2-35M,cameo,6BEA_A,0,real,phys35m,0.6744
ESM2-35M,cameo,6BS5_A,0,real,phys35m,0.7576
ESM2-35M,cameo,6BS5_B,0,real,phys35m,0.6901
ESM2-35M,cameo,6BWH_C,0,real,phys35m,0.6500
ESM2-35M,cameo,6BXS_C,0,real,phys35m,0.5000
ESM2-35M,cameo,6BXW_A,0,real,phys35m,0.0943
ESM2-35M,cameo,6BZJ_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6BZK_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6BZT_D,0,real,phys35m,0.6300
ESM2-35M,cameo,6CB6_A,0,real,phys35m,0.0435
ESM2-35M,cameo,6CCI_A,0,real,phys35m,0.6143
ESM2-35M,cameo,6CGO_B,0,real,phys35m,0.4851
ESM2-35M,cameo,6CK1_D,0,real,phys35m,0.8267
ESM2-35M,cameo,6CMK_A,0,real,phys35m,0.8267
ESM2-35M,cameo,6CP8_B,0,real,phys35m,0.6250
ESM2-35M,cameo,6CP8_D,0,real,phys35m,0.3871
ESM2-35M,cameo,6CP9_G,0,real,phys35m,0.6667
ESM2-35M,cameo,6CP9_H,0,real,phys35m,0.3182
ESM2-35M,cameo,6CSV_D,0,real,phys35m,0.0000
ESM2-35M,cameo,6CUL_H,0,real,phys35m,0.7358
ESM2-35M,cameo,6CZ6_D,0,real,phys35m,0.1231
ESM2-35M,cameo,6CZT_A,0,real,phys35m,0.5625
ESM2-35M,cameo,6D0I_C,0,real,phys35m,0.0323
ESM2-35M,cameo,6D0I_D,0,real,phys35m,0.0000
ESM2-35M,cameo,6D2S_A,0,real,phys35m,0.3091
ESM2-35M,cameo,6D7Y_A,0,real,phys35m,0.2778
ESM2-35M,cameo,6D7Y_B,0,real,phys35m,0.3226
ESM2-35M,cameo,6D9F_B,0,real,phys35m,0.2500
ESM2-35M,cameo,6D9M_A,0,real,phys35m,0.7692
ESM2-35M,cameo,6DAN_D,0,real,phys35m,0.8594
ESM2-35M,cameo,6DFL_A,0,real,phys35m,0.6875
ESM2-35M,cameo,6DGN_B,0,real,phys35m,0.5556
ESM2-35M,cameo,6DKA_I,0,real,phys35m,0.5111
ESM2-35M,cameo,6DKM_G,0,real,phys35m,0.0000
ESM2-35M,cameo,6DLC_A,0,real,phys35m,0.0952
ESM2-35M,cameo,6DLO_A,0,real,phys35m,0.8548
ESM2-35M,cameo,6DRF_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6E0K_A,0,real,phys35m,0.6271
ESM2-35M,cameo,6E0M_A,0,real,phys35m,0.6111
ESM2-35M,cameo,6E3C_C,0,real,phys35m,0.1538
ESM2-35M,cameo,6E9B_D,0,real,phys35m,0.6301
ESM2-35M,cameo,6E9O_A,0,real,phys35m,0.2051
ESM2-35M,cameo,6EAZ_B,0,real,phys35m,0.2000
ESM2-35M,cameo,6EDB_B,0,real,phys35m,0.3846
ESM2-35M,cameo,6EGC_A,0,real,phys35m,0.2414
ESM2-35M,cameo,6FCG_F,0,real,phys35m,0.7564
ESM2-35M,cameo,6FTO_C,0,real,phys35m,0.0000
ESM2-35M,cameo,6FXD_B,0,real,phys35m,0.5417
ESM2-35M,cameo,6G1H_A,0,real,phys35m,0.7794
ESM2-35M,cameo,6G3B_B,0,real,phys35m,0.4000
ESM2-35M,cameo,6G70_B,0,real,phys35m,0.6275
ESM2-35M,cameo,6G7G_A,0,real,phys35m,0.3043
ESM2-35M,cameo,6G7O_A,0,real,phys35m,0.2000
ESM2-35M,cameo,6G8Y_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6GCJ_A,0,real,phys35m,0.0833
ESM2-35M,cameo,6GDJ_B,0,real,phys35m,0.6154
ESM2-35M,cameo,6GHO_B,0,real,phys35m,0.6667
ESM2-35M,cameo,6GMA_F,0,real,phys35m,0.1667
ESM2-35M,cameo,6GMS_A,0,real,phys35m,0.0385
ESM2-35M,cameo,6GW7_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6H2X_A,0,real,phys35m,0.2143
ESM2-35M,cameo,6H6N_B,0,real,phys35m,0.1739
ESM2-35M,cameo,6HC2_X,0,real,phys35m,0.0000
ESM2-35M,cameo,6HPV_A,0,real,phys35m,0.0339
ESM2-35M,cameo,6I1R_B,0,real,phys35m,0.1129
ESM2-35M,cameo,6I9H_A,0,real,phys35m,0.2778
ESM2-35M,cameo,6IAI_D,0,real,phys35m,0.2857
ESM2-35M,cameo,6IEH_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6N0T_A,0,real,phys35m,0.2237
ESM2-35M,cameo,6NU4_A,0,real,phys35m,0.0000
ESM2-35M,cameo,6NX4_A,0,real,phys35m,0.6667
ESM2-35M,cameo,6OHZ_A,0,real,phys35m,0.3810
ESM2-35M,cameo,5OD1_A,1,real,phys35m,0.7222
ESM2-35M,cameo,5OD9_B,1,real,phys35m,0.7059
ESM2-35M,cameo,5OQK_A,1,real,phys35m,0.1379
ESM2-35M,cameo,5OVM_A,1,real,phys35m,0.0625
ESM2-35M,cameo,5WB4_H,1,real,phys35m,0.8947
ESM2-35M,cameo,5XJO_E,1,real,phys35m,0.0000
ESM2-35M,cameo,5XKJ_F,1,real,phys35m,0.2222
ESM2-35M,cameo,5XKN_F,1,real,phys35m,0.0000
ESM2-35M,cameo,5Y08_A,1,real,phys35m,0.4390
ESM2-35M,cameo,5YA6_B,1,real,phys35m,0.2727
ESM2-35M,cameo,5YRQ_E,1,real,phys35m,0.5417
ESM2-35M,cameo,5YVQ_A,1,real,phys35m,0.3521
ESM2-35M,cameo,5YVQ_B,1,real,phys35m,0.3000
ESM2-35M,cameo,5Z2H_B,1,real,phys35m,0.6111
ESM2-35M,cameo,5Z2I_D,1,real,phys35m,0.6111
ESM2-35M,cameo,5Z34_A,1,real,phys35m,0.5972
ESM2-35M,cameo,5Z36_A,1,real,phys35m,0.8000
ESM2-35M,cameo,5Z3F_A,1,real,phys35m,0.7162
ESM2-35M,cameo,5Z3K_B,1,real,phys35m,0.8021
ESM2-35M,cameo,5Z6D_B,1,real,phys35m,0.5500
ESM2-35M,cameo,5Z7C_A,1,real,phys35m,0.4146
ESM2-35M,cameo,5Z8B_B,1,real,phys35m,0.6000
ESM2-35M,cameo,5Z9T_B,1,real,phys35m,0.7576
ESM2-35M,cameo,5ZB2_A,1,real,phys35m,0.8750
ESM2-35M,cameo,5ZER_B,1,real,phys35m,0.8696
ESM2-35M,cameo,5ZKE_A,1,real,phys35m,0.2059
ESM2-35M,cameo,5ZKH_B,1,real,phys35m,0.2121
ESM2-35M,cameo,5ZKT_B,1,real,phys35m,0.0909
ESM2-35M,cameo,5ZNS_A,1,real,phys35m,0.5132
ESM2-35M,cameo,5ZOR_A,1,real,phys35m,0.2414
ESM2-35M,cameo,5ZT7_B,1,real,phys35m,0.9200
ESM2-35M,cameo,5ZX9_A,1,real,phys35m,0.8182
ESM2-35M,cameo,5ZYO_D,1,real,phys35m,0.0000
ESM2-35M,cameo,6A2W_A,1,real,phys35m,0.2424
ESM2-35M,cameo,6A5F_B,1,real,phys35m,0.5000
ESM2-35M,cameo,6A5G_B,1,real,phys35m,0.5484
ESM2-35M,cameo,6A68_A,1,real,phys35m,0.0312
ESM2-35M,cameo,6A83_A,1,real,phys35m,0.6479
ESM2-35M,cameo,6A9J_B,1,real,phys35m,0.2090
ESM2-35M,cameo,6A9W_A,1,real,phys35m,0.3929
ESM2-35M,cameo,6AE1_B,1,real,phys35m,0.2273
ESM2-35M,cameo,6AE9_B,1,real,phys35m,0.6800
ESM2-35M,cameo,6AEF_A,1,real,phys35m,0.4505
ESM2-35M,cameo,6AGH_B,1,real,phys35m,0.1667
ESM2-35M,cameo,6AGJ_B,1,real,phys35m,0.3651
ESM2-35M,cameo,6AHQ_T,1,real,phys35m,0.7619
ESM2-35M,cameo,6AIT_F,1,real,phys35m,0.8148
ESM2-35M,cameo,6AKJ_B,1,real,phys35m,0.0455
ESM2-35M,cameo,6BEA_A,1,real,phys35m,0.7674
ESM2-35M,cameo,6BS5_A,1,real,phys35m,0.7576
ESM2-35M,cameo,6BS5_B,1,real,phys35m,0.6056
ESM2-35M,cameo,6BWH_C,1,real,phys35m,0.8500
ESM2-35M,cameo,6BXS_C,1,real,phys35m,0.4444
ESM2-35M,cameo,6BXW_A,1,real,phys35m,0.0566
ESM2-35M,cameo,6BZJ_A,1,real,phys35m,0.0000
ESM2-35M,cameo,6BZK_A,1,real,phys35m,0.0000
ESM2-35M,cameo,6BZT_D,1,real,phys35m,0.6500
ESM2-35M,cameo,6CB6_A,1,real,phys35m,0.0870
ESM2-35M,cameo,6CCI_A,1,real,phys35m,0.7714
ESM2-35M,cameo,6CGO_B,1,real,phys35m,0.4653
ESM2-35M,cameo,6CK1_D,1,real,phys35m,0.6800
ESM2-35M,cameo,6CMK_A,1,real,phys35m,0.7600
ESM2-35M,cameo,6CP8_B,1,real,phys35m,0.6875
ESM2-35M,cameo,6CP8_D,1,real,phys35m,0.5806
ESM2-35M,cameo,6CP9_G,1,real,phys35m,0.6667
ESM2-35M,cameo,6CP9_H,1,real,phys35m,0.4545
ESM2-35M,cameo,6CSV_D,1,real,phys35m,0.0588
ESM2-35M,cameo,6CUL_H,1,real,phys35m,0.6226
ESM2-35M,cameo,6CZ6_D,1,real,phys35m,0.2462
ESM2-35M,cameo,6CZT_A,1,real,phys35m,0.5000
ESM2-35M,cameo,6D0I_C,1,real,phys35m,0.0645
ESM2-35M,cameo,6D0I_D,1,real,phys35m,0.0000
ESM2-35M,cameo,6D2S_A,1,real,phys35m,0.1636
ESM2-35M,cameo,6D7Y_A,1,real,phys35m,0.3333
ESM2-35M,cameo,6D7Y_B,1,real,phys35m,0.5161
ESM2-35M,cameo,6D9F_B,1,real,phys35m,0.3750
ESM2-35M,cameo,6D9M_A,1,real,phys35m,0.7385
ESM2-35M,cameo,6DAN_D,1,real,phys35m,0.9531
ESM2-35M,cameo,6DFL_A,1,real,phys35m,0.6042
ESM2-35M,cameo,6DGN_B,1,real,phys35m,0.0556
ESM2-35M,cameo,6DKA_I,1,real,phys35m,0.6222
ESM2-35M,cameo,6DKM_G,1,real,phys35m,0.0000
